BHMBCCMKT01,577,24,2016-12-02 08:28:48
BHMBCCMKT01,577,40,2016-12-02 09:01:49
BHMBCCMKT01,577,58,2016-12-02 09:28:50
BHMBCCMKT01,577,91,2016-12-02 10:02:52
BHMBCCMKT01,577,122,2016-12-02 10:28:53
BHMBCCMKT01,577,155,2016-12-02 11:01:53
BHMBCCMKT01,577,181,2016-12-02 11:28:49
BHMBCCMKT01,577,197,2016-12-02 12:01:51
BHMBCCMKT01,577,196,2016-12-02 12:28:52
BHMBCCMKT01,577,200,2016-12-02 12:58:51
BHMBCCMKT01,577,203,2016-12-02 13:25:52
BHMBCCMKT01,577,196,2016-12-02 13:58:53
BHMBCCMKT01,577,186,2016-12-02 14:25:50
BHMBCCMKT01,577,175,2016-12-02 14:58:50
BHMBCCMKT01,577,149,2016-12-02 15:31:52
BHMBCCMKT01,577,131,2016-12-02 15:58:52
BHMBCCMKT01,577,105,2016-12-02 16:32:54
BHMBCCMKT01,577,12,2016-12-09 08:02:30
BHMBCCMKT01,577,19,2016-12-09 08:29:28
BHMBCCMKT01,577,27,2016-12-09 08:55:33
BHMBCCMKT01,577,58,2016-12-09 09:29:31
BHMBCCMKT01,577,89,2016-12-09 09:55:30
BHMBCCMKT01,577,133,2016-12-09 10:29:29
BHMBCCMKT01,577,161,2016-12-09 10:56:33
BHMBCCMKT01,577,190,2016-12-09 11:29:33
BHMBCCMKT01,577,205,2016-12-09 11:56:32
BHMBCCMKT01,577,203,2016-12-09 12:29:31
BHMBCCMKT01,577,210,2016-12-09 13:02:32
BHMBCCMKT01,577,209,2016-12-09 13:29:31
BHMBCCMKT01,577,217,2016-12-09 14:02:34
BHMBCCMKT01,577,217,2016-12-09 14:29:33
BHMBCCMKT01,577,200,2016-12-09 14:56:31
BHMBCCMKT01,577,162,2016-12-09 15:29:34
BHMBCCMKT01,577,157,2016-12-09 16:02:32
BHMBCCMKT01,577,136,2016-12-09 16:29:30
BHMBCCMKT01,577,11,2016-12-16 07:59:09
BHMBCCMKT01,577,19,2016-12-16 08:30:12
BHMBCCMKT01,577,35,2016-12-16 09:03:07
BHMBCCMKT01,577,68,2016-12-16 09:30:12
BHMBCCMKT01,577,104,2016-12-16 10:03:09
BHMBCCMKT01,577,130,2016-12-16 10:29:08
BHMBCCMKT01,577,153,2016-12-16 11:03:08
BHMBCCMKT01,577,166,2016-12-16 11:30:10
BHMBCCMKT01,577,176,2016-12-16 11:56:10
BHMBCCMKT01,577,179,2016-12-16 12:30:11
BHMBCCMKT01,577,172,2016-12-16 12:56:12
BHMBCCMKT01,577,185,2016-12-16 13:30:12
BHMBCCMKT01,577,182,2016-12-16 13:56:11
BHMBCCMKT01,577,190,2016-12-16 14:30:10
BHMBCCMKT01,577,187,2016-12-16 14:56:11
BHMBCCMKT01,577,193,2016-12-16 15:30:10
BHMBCCMKT01,577,168,2016-12-16 16:03:11
BHMBCCMKT01,577,137,2016-12-16 16:30:12
